CustomerID,Name,Age,Annual_Income,Spending_Score,Membership_Level,Purchase_Frequency,Membership_upgrade,Avg_Order_Value,Weekend_Order_Ratio,App_Rating,Avg_Delivery_Tips,Discount_Usage_Freq,Total_Cuisines_Tried,Avg_Delivery_Time,Last_Month_Complaints,Income_per_Order,Tip_to_Order_Ratio,Complaints_per_Order,High_Value,Low_Rating,Gender_num,Gender_Male,Preferred_Cuisine_Chinese,Preferred_Cuisine_Healthy,Preferred_Cuisine_Indian,Preferred_Cuisine_Italian,Preferred_Cuisine_Mexican,Preferred_Cuisine_Pizza,Preferred_Cuisine_Thai
CUST1054,Joseph Mills,51,55793,2,2,12.5,0.0,61.26,0.4,4,8.77,2,6,43.7,0,4132.814814814815,0.14316030035912503,0.0,0,0,Female,False,False,False,False,False,True,False,False
CUST1055,Sara Dominguez,42,68697,45,2,2.7,0.0,97.68,0.64,4,13.44,0,5,41.4,1,18566.756756756757,0.13759213759213756,0.27027027027027023,0,0,Male,True,False,False,False,False,False,False,False
CUST1056,Colton Adams,38,76286,62,3,8.8,1.0,44.89,0.63,1,3.68,1,7,34.4,0,7784.285714285714,0.0819781688572065,0.0,0,0,Female,False,False,False,False,False,True,False,False
CUST1058,Linda Jordan,46,31847,41,0,2.4,0.0,17.36,0.36,4,1.0,1,2,51.6,0,9366.764705882353,0.0576036866359447,0.0,0,0,Female,False,True,False,False,False,False,False,False
CUST1059,Tammy Hammond,69,79478,48,1,14.7,0.0,65.6,0.51,2,4.97,0,4,21.6,1,5062.292993630574,0.07576219512195122,0.06369426751592357,0,0,Male,True,False,True,False,False,False,False,False
CUST1060,Jacqueline Carter,38,56338,24,2,6.7,0.0,50.07,0.26,3,2.98,2,1,29.3,0,7316.623376623376,0.059516676652686236,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1061,Steve Robinson,40,59068,66,1,4.6,0.0,45.56,0.33,5,3.71,2,7,46.4,1,10547.857142857143,0.08143107989464442,0.17857142857142858,0,0,Female,False,False,False,False,False,False,False,False
CUST1062,Martha Rogers,64,45913,85,1,11.7,0.0,61.01,0.68,4,8.39,1,4,49.9,0,3615.196850393701,0.13751843960006557,0.0,0,0,Female,False,False,False,False,False,False,False,True
CUST1063,Jenna Mills,25,55695,64,0,2.1,0.0,47.72,0.77,4,4.04,0,4,33.6,0,17966.129032258064,0.08466051969823973,0.0,0,0,Female,False,False,False,False,True,False,False,False
CUST1064,John Hunter,35,64125,48,0,9.4,0.0,50.08,0.57,2,5.32,0,4,28.0,0,6165.865384615385,0.1062300319488818,0.0,0,0,Female,False,True,False,False,False,False,False,False
CUST1065,Amy Sanders,53,67877,19,0,9.6,0.0,70.78,0.5,4,6.61,1,3,28.2,0,6403.490566037736,0.09338796270132806,0.0,0,0,Female,False,True,False,False,False,False,False,False
CUST1066,Rebecca Washington,56,62012,2,2,3.1,1.0,39.74,0.42,4,3.81,0,8,20.7,0,15124.878048780489,0.09587317564167086,0.0,0,0,Male,True,False,False,False,True,False,False,False
CUST1067,Gabrielle Chavez,26,51418,21,1,4.5,1.0,66.96,0.27,4,9.84,2,4,55.0,0,9348.727272727272,0.14695340501792115,0.0,0,0,Female,False,False,False,False,False,False,False,False
CUST1068,Paula Evans,50,59244,18,1,6.1,1.0,34.04,0.75,4,2.71,1,8,33.5,0,8344.225352112677,0.07961222091656875,0.0,0,0,Female,False,False,False,False,False,False,False,True
CUST1070,Erin Garza,46,69844,64,1,8.7,1.0,88.86,0.38,4,8.18,1,1,39.8,1,7200.412371134021,0.0920549178483007,0.10309278350515465,0,0,Male,True,False,False,False,True,False,False,False
CUST1071,John Carey,41,73991,14,2,14.5,0.0,51.7,0.56,3,2.9,0,4,49.8,0,4773.612903225807,0.056092843326885876,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1072,Amanda Jensen,25,80527,34,1,5.5,1.0,40.71,0.3,5,4.03,2,6,30.8,0,12388.76923076923,0.09899287644313437,0.0,0,0,Male,True,False,False,False,True,False,False,False
CUST1075,Garrett Blackwell,59,74978,69,0,7.5,0.0,92.15,0.5,4,5.25,1,6,17.1,0,8820.941176470587,0.05697232772653282,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1076,Kathy Stokes,28,45922,31,1,13.6,1.0,58.38,0.54,5,3.82,1,10,49.9,0,3145.3424657534247,0.06543336759164096,0.0,0,0,Male,True,False,False,True,False,False,False,False
CUST1077,Jeffrey Davis MD,18,50290,82,3,2.5,1.0,28.87,0.38,3,3.65,0,4,52.4,0,14368.57142857143,0.1264288188430897,0.0,0,0,Male,True,False,True,False,False,False,False,False
CUST1079,Sara Torres,22,54598,93,3,11.7,0.0,33.63,0.65,4,3.58,1,7,25.6,0,4299.055118110236,0.10645257210823669,0.0,0,0,Female,False,False,False,False,True,False,False,False
CUST1080,Scott Holden,28,40390,37,2,7.8,1.0,55.06,0.46,3,5.33,1,6,43.5,0,4589.772727272727,0.09680348710497638,0.0,0,0,Male,True,False,True,False,False,False,False,False
CUST1081,John Wise,48,46573,48,1,2.4,1.0,52.32,0.43,5,7.26,1,1,33.1,0,13697.94117647059,0.13876146788990826,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1082,Russell Jenkins DDS,27,37156,94,3,12.4,0.0,30.87,0.72,2,3.91,0,2,36.4,0,2772.8358208955224,0.12666018788467767,0.0,0,0,Female,False,False,True,False,False,False,False,False
CUST1083,Todd Stafford,51,62349,96,2,13.8,0.0,35.14,0.57,5,4.61,2,6,37.2,0,4212.77027027027,0.13118952760387023,0.0,0,0,Female,False,False,False,False,True,False,False,False
CUST1084,Tracey Reyes,32,64018,88,0,11.2,0.0,51.92,0.5,2,6.82,2,1,28.4,0,5247.377049180328,0.13135593220338984,0.0,0,0,Male,True,False,False,False,True,False,False,False
CUST1085,Savannah Moran,24,53128,12,1,1.2,1.0,43.84,0.3,1,5.01,0,5,38.5,0,24149.090909090908,0.11427919708029195,0.0,0,0,Male,True,False,False,False,False,False,False,True
CUST1086,Angela Bowman,59,80052,90,2,10.2,0.0,98.43,0.43,5,9.43,2,1,20.4,0,7147.5,0.09580412475871176,0.0,1,0,Male,True,False,False,False,False,False,False,False
CUST1087,Charles Atkinson,36,57857,8,1,5.7,0.0,65.82,0.68,4,8.98,0,3,15.0,0,8635.373134328358,0.13643269522941356,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1088,Anthony Watson,43,65154,62,0,10.4,0.0,90.38,0.22,4,12.89,1,7,38.6,0,5715.263157894737,0.14262004868333703,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1089,Ronald Ball,43,72479,80,0,12.1,0.0,70.47,0.24,3,3.69,0,5,45.4,1,5532.748091603054,0.05236270753512133,0.07633587786259542,1,0,Male,True,False,False,True,False,False,False,False
CUST1090,Katherine Wilson,22,64147,4,2,8.0,0.0,39.75,0.43,4,2.19,2,10,29.9,0,7127.444444444444,0.05509433962264151,0.0,0,0,Female,False,False,False,False,False,True,False,False
CUST1091,Christine Green,47,51969,86,0,9.6,0.0,63.05,0.45,4,9.2,0,1,29.3,1,4902.735849056604,0.14591593973037273,0.09433962264150944,0,0,Female,False,True,False,False,False,False,False,False
CUST1092,Caleb Bentley,50,75324,32,1,12.2,0.0,94.97,0.69,5,7.38,1,1,41.5,0,5706.363636363637,0.07770875013162051,0.0,0,0,Male,True,False,False,False,True,False,False,False
CUST1093,Jacob Baker,48,56297,93,0,5.8,0.0,59.75,0.43,5,8.21,1,8,34.8,1,8278.970588235294,0.13740585774058578,0.14705882352941177,0,0,Male,True,False,True,False,False,False,False,False
CUST1094,Travis Campbell,59,70425,42,2,5.5,0.0,89.51,0.58,4,7.96,0,9,29.3,0,10834.615384615385,0.08892861132834319,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1095,Anthony Moore,35,40919,98,0,14.4,0.0,40.67,0.6,4,2.52,1,7,38.1,0,2657.077922077922,0.06196213425129088,0.0,0,0,Male,True,False,False,False,True,False,False,False
CUST1096,Christopher Gutierrez,43,37240,88,1,9.6,0.0,38.09,0.59,4,2.21,0,3,35.1,0,3513.2075471698113,0.058020477815699655,0.0,0,0,Female,False,False,False,False,True,False,False,False
CUST1097,David Cunningham,41,80731,24,0,5.3,0.0,74.88,0.65,4,4.92,1,6,22.5,0,12814.444444444445,0.06570512820512821,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1098,Mathew Estrada,66,58044,100,3,1.5,1.0,30.5,0.6,2,2.29,2,3,33.9,0,23217.6,0.07508196721311476,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1099,Melissa Shah,57,57474,54,2,4.4,0.0,34.94,0.29,3,3.45,2,10,36.8,0,10643.333333333332,0.09874069834001147,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1100,Michael Lane,44,57162,89,1,11.5,0.0,30.38,0.47,2,3.65,2,4,29.7,0,4572.96,0.12014483212639895,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1101,Justin Garcia,59,52854,52,1,6.9,1.0,60.06,0.74,2,8.93,0,4,44.3,0,6690.379746835442,0.14868464868464867,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1102,Cynthia Kline,66,57776,6,3,1.7,1.0,47.05,0.69,3,4.43,0,3,39.8,1,21398.51851851852,0.09415515409139213,0.37037037037037035,0,0,Male,True,False,False,False,True,False,False,False
CUST1103,Kerry Long,52,81397,56,2,12.7,0.0,82.09,0.47,4,8.36,1,10,32.2,0,5941.386861313869,0.10183944451212083,0.0,0,0,Female,False,False,False,False,False,True,False,False
CUST1104,Abigail Krause,40,42245,65,0,10.5,0.0,59.46,0.67,5,6.08,0,6,36.3,0,3673.478260869565,0.10225361587621931,0.0,0,0,Female,False,False,False,False,False,False,False,False
CUST1105,Angel Burton,45,43441,41,1,14.3,0.0,32.55,0.42,4,3.38,2,5,31.2,0,2839.281045751634,0.10384024577572966,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1106,Deborah Kane,19,54833,22,3,7.0,0.0,49.92,0.57,3,5.08,0,9,32.8,0,6854.125,0.10176282051282051,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1108,Gina Weeks,53,68879,81,0,3.3,0.0,50.2,0.67,4,2.52,0,3,17.3,0,16018.372093023256,0.05019920318725099,0.0,0,0,Male,True,False,False,False,False,False,False,True
CUST1110,Daniel White,31,57907,41,1,3.7,1.0,45.73,0.55,4,2.75,0,3,38.2,0,12320.63829787234,0.060135578394926746,0.0,0,0,Female,False,False,False,False,False,True,False,False
CUST1111,Mary West,53,77052,58,1,11.8,0.0,50.95,0.3,5,6.14,0,4,59.6,1,6019.6875,0.12051030421982334,0.078125,0,0,Female,False,False,False,False,False,True,False,False
CUST1113,Steven Jones,53,61466,96,1,4.7,0.0,80.4,0.44,3,11.21,0,5,28.5,0,10783.508771929824,0.1394278606965174,0.0,0,0,Male,True,False,False,False,False,False,False,True
CUST1114,Morgan Mckinney,37,39130,47,0,5.2,0.0,44.35,0.46,4,6.34,1,9,18.6,0,6311.290322580645,0.14295377677564824,0.0,0,0,Female,False,False,False,False,False,False,False,True
CUST1115,Jeanne Miller,57,60012,69,2,10.5,1.0,82.3,0.57,5,12.15,1,2,24.4,0,5218.434782608696,0.14763061968408264,0.0,0,0,Female,False,True,False,False,False,False,False,False
CUST1116,Renee Lewis,57,62228,54,2,10.7,0.0,81.12,0.68,5,11.67,0,4,30.0,0,5318.6324786324785,0.14386094674556213,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1117,Brandon Miller,68,70510,76,2,3.8,0.0,48.41,0.5,5,3.74,2,10,30.2,1,14689.583333333334,0.07725676513117126,0.20833333333333334,0,0,Female,False,False,True,False,False,False,False,False
CUST1118,Melissa Davenport,59,38242,57,2,12.8,0.0,53.25,0.44,3,5.38,1,2,32.6,0,2771.159420289855,0.10103286384976526,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1119,Anthony Robinson,34,49468,82,3,4.8,0.0,51.41,0.48,5,3.47,1,8,31.0,0,8528.96551724138,0.06749659599299748,0.0,0,0,Female,False,False,False,True,False,False,False,False
CUST1120,Mrs. Shannon Campbell,50,85475,94,0,10.5,0.0,111.75,0.57,2,14.6,1,9,32.7,0,7432.608695652174,0.13064876957494406,0.0,1,0,Female,False,False,False,False,False,False,False,True
CUST1121,Alec Smith,50,52975,4,2,5.0,0.0,73.96,0.63,2,10.27,1,3,30.8,1,8829.166666666666,0.13885884261763115,0.16666666666666666,0,0,Male,True,False,True,False,False,False,False,False
CUST1122,Elizabeth Suarez,64,43156,33,2,1.7,1.0,35.3,0.6,5,4.77,0,9,35.2,0,15983.703703703703,0.13512747875354109,0.0,0,0,Male,True,False,False,False,False,False,False,True
CUST1123,Jeffery Camacho,25,49673,89,2,6.5,0.0,30.3,0.42,5,2.83,0,6,26.0,0,6623.066666666667,0.0933993399339934,0.0,0,0,Male,True,False,False,False,False,False,True,False
CUST1124,Lauren Green,62,49163,83,1,7.4,1.0,35.79,0.66,2,4.5,1,6,22.4,0,5852.738095238095,0.12573344509639564,0.0,0,0,Male,True,False,False,True,False,False,False,False
CUST1125,Kyle Lopez,63,80442,27,0,12.2,0.0,74.58,0.59,2,4.46,1,7,32.6,0,6094.090909090909,0.059801555376776616,0.0,0,0,Male,True,True,False,False,False,False,False,False
CUST1126,Scott Ortiz,62,57960,33,0,5.2,0.0,76.39,0.56,1,4.13,0,5,39.3,0,9348.387096774193,0.05406466815028145,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1128,Elizabeth Dunn,68,38948,87,0,6.7,0.0,19.74,0.58,3,1.83,1,1,29.3,0,5058.181818181818,0.09270516717325229,0.0,0,0,Female,False,False,False,False,False,False,False,True
CUST1129,Isaiah Walker,67,40001,23,1,6.2,0.0,40.43,0.6,5,6.05,0,3,33.5,0,5555.694444444444,0.14964135542913679,0.0,0,0,Male,True,True,False,False,False,False,False,False
CUST1130,Michael Hubbard,68,65597,84,0,3.3,0.0,60.18,0.57,4,3.59,0,9,33.3,0,15255.116279069767,0.059654370222665336,0.0,0,0,Male,True,False,True,False,False,False,False,False
CUST1131,Michael Adams,37,57915,50,3,12.5,0.0,41.82,0.31,5,5.67,1,5,42.5,1,4290.0,0.13558106169296988,0.07407407407407407,0,0,Male,True,False,False,False,True,False,False,False
CUST1133,Heather Huang,50,56051,13,3,9.2,0.0,46.95,0.63,4,6.23,0,8,37.2,0,5495.196078431373,0.1326943556975506,0.0,0,0,Male,True,False,False,False,False,False,False,True
CUST1134,Benjamin Obrien,25,91684,23,0,13.7,0.0,132.29,0.29,5,17.42,0,2,47.1,0,6237.006802721089,0.1316803991231386,0.0,0,0,Female,False,False,True,False,False,False,False,False
CUST1135,Terry Gonzalez,43,56558,61,2,6.6,0.0,46.56,0.44,4,6.59,2,7,31.3,0,7441.842105263158,0.14153780068728522,0.0,0,0,Male,True,False,False,False,False,False,False,False
CUST1136,Elizabeth Swanson,39,53433,94,2,11.7,0.0,54.44,0.57,3,4.34,1,9,43.4,1,4207.32283464567,0.07972079353416606,0.07874015748031496,0,0,Male,True,False,False,True,False,False,False,False
CUST1137,Tonya Hoover,57,61105,54,0,3.4,0.0,73.51,0.61,4,10.66,0,7,28.9,0,13887.499999999998,0.14501428377091552,0.0,0,0,Male,True,False,False,False,False,True,False,False
CUST1138,Michael Miller,34,47966,80,0,12.3,0.0,41.42,0.54,4,2.7,0,5,38.0,0,3606.4661654135334,0.06518590053114437,0.0,0,0,Female,False,False,True,False,False,False,False,False
CUST1139,Joseph Smith,63,46453,25,1,12.9,0.0,68.37,0.51,5,3.98,1,6,41.4,0,3341.9424460431655,0.0582126663741407,0.0,0,0,Male,True,False,False,True,False,False,False,False
CUST1140,Robert Todd,64,56669,28,1,5.0,0.0,82.88,0.41,5,7.72,1,4,35.6,0,9444.833333333334,0.09314671814671815,0.0,0,0,Male,True,False,False,False,False,False,True,False
CUST1142,Brittany Raymond,37,44044,50,3,4.6,0.0,43.92,0.55,5,4.28,2,1,18.3,0,7865.000000000001,0.09744990892531877,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1144,Timothy Gamble,57,54128,58,0,12.1,0.0,42.48,0.61,5,5.22,0,3,32.3,0,4131.908396946565,0.1228813559322034,0.0,0,0,Female,False,False,False,False,False,False,False,True
CUST1146,Alexandra Garza,67,48245,31,2,6.7,0.0,53.53,0.63,1,7.76,2,1,50.0,1,6265.584415584415,0.14496543994022043,0.12987012987012986,0,0,Male,True,False,False,False,False,False,False,False
CUST1147,Allen Ashley,23,50117,95,1,5.2,0.0,50.25,0.19,4,2.82,1,2,25.5,0,8083.387096774193,0.056119402985074625,0.0,0,0,Male,True,False,True,False,False,False,False,False
CUST1148,Phillip Lucas,18,48428,67,2,10.8,0.0,26.71,0.93,4,3.73,1,9,42.4,0,4104.067796610169,0.1396480718831898,0.0,0,0,Male,True,False,False,False,False,False,True,False
CUST1149,Kristi White,52,47750,94,0,12.5,0.0,37.18,0.67,2,2.99,0,7,27.6,0,3537.037037037037,0.08041958041958043,0.0,0,0,Female,False,False,False,True,False,False,False,False
CUST1150,Rachel Austin,60,42692,28,2,3.2,1.0,60.12,0.52,5,6.01,0,6,33.2,0,10164.761904761905,0.09996673320026614,0.0,0,0,Male,True,False,False,True,False,False,False,False
CUST1151,Raymond Benton,27,73303,7,3,3.5,1.0,54.21,0.59,2,5.0,1,2,24.1,0,16289.555555555555,0.09223390518354548,0.0,0,0,Female,False,False,False,False,False,False,True,False
CUST1152,Scott Wilkins,67,77027,49,3,6.2,0.0,49.67,0.42,5,3.34,2,1,27.6,0,10698.194444444443,0.06724380914032614,0.0,0,0,Male,True,True,False,False,False,False,False,False
